ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
-0.030568906206873525,-0.2383362094867608,-0.3254695989604918,-0.6767878953136636,-0.019215885440184117,-0.49241079099066226,0.2658837979535741,0.7810861603371718,-1.6023363048758348
-0.6175061539773503,-0.2676497825834564,-1.3003954999581366,0.379131387057585,-0.3104865202246291,0.48406484135335826,2.1120744596341714,0.12660003713329548,0.20020977949124294
-0.030568906206873525,-0.6170168496505395,0.46984357180019115,0.4333495177678366,0.6806673221398991,-1.1340134953603627,0.053164602415937144,1.5235682684226117,0.5599781447967166
-0.48372540507537415,1.189652182983346,1.4350428956671024,1.284982662859275,-1.0604475968023523,-0.871123190312736,-1.5350663667124684,-0.4359164232023216,-2.176228767543222
-0.6390367819170746,0.04153237751529998,0.5480208979346509,0.29447110836939133,-0.12525437937782283,1.484731856662652,0.4744023391969841,-1.5767720860126695,1.7760695480779924
1.228741788618863,-0.7563569599581763,-0.31684371385359755,-0.3834256347967649,1.9413769736792366,-0.3489913497061286,1.0166666944824039,0.6754522692165508,-1.2567163287836511
0.8772869230968512,-0.3990148982396226,-1.0175522181786107,-0.3224119052694995,-0.4932095342836065,0.8099705745641071,-0.39006568295861255,1.3212257244005752,-0.4409590653732588
0.6156762640689908,-2.3122904667030997,2.148980809175377,-0.8252602972338073,3.0801049122376765,-1.104753303579464,-0.44112572892528784,-0.43661780490819024,0.7614744733006465
0.7133671842129605,1.0617571339945047,-0.22075766537690128,-1.2367912102210823,0.42224582015021056,-0.5170586110180796,0.22614280162827136,-0.17878322585146986,0.9035702686790168
0.9481225020867206,-2.061835317750716,-0.16241243422900517,0.06038749928480104,-0.019215885440184117,2.0140124975148868,0.3094640862952301,-0.14086245314908954,1.0720455135039137
0.5903449928077005,2.2459469069370948,1.4332129232589208,-0.09886643840006641,1.5549461855576125,-0.028272397691760834,-0.1588242865118774,-0.6033698394821719,-0.3498220288491163
0.5514056061736785,-0.9749109729645923,-0.4844474202928659,0.01563398731204437,-0.019215885440184117,2.5479608095127833,2.3375587599067984,-2.0823602656326043,0.8497330967009247
1.8361183125698015,-1.243688008639219,0.1652813611837566,0.3438247788792486,-0.019215885440184117,-0.8819259297507781,-1.0461803250051853,0.5803208670299028,0.21735978964093886
-0.8371273991404491,1.024037408409873,0.6333594169467524,-0.33860756391053065,-1.5660478043896258,2.081932351200589,0.1929119348478899,0.09372569931854233,-0.4229294870297448
-0.6470719826872873,0.045976102102082604,0.036469418165780754,0.16954563352336305,-0.019215885440184117,0.456397126346549,-0.07407094468890116,-0.2987173359671166,-0.1744997819918247
-0.19656778159481444,0.38635498953503467,-0.19853861986924504,-0.8207831656135998,-1.2534869947789058,-1.6880565405543617,-0.5902434344556085,-0.5610852933286126,-1.1404133405025225
2.0992349899525258,-0.06797195342038868,0.8023777695714148,0.11590764791123276,-0.47598347252407,-1.8380506393271985,1.2681029261551784,-0.19641913378325446,-1.3279996079913425
-0.9702719432436051,-0.7590606590926743,-0.6230406859315439,0.10450338207980073,1.4942330234758372,-0.10896732638087074,-0.7457331555644169,1.2755592655851724,-0.6505031147529295
0.3265636576942098,1.4640379561365437,0.8768266324541979,0.957848008080155,-0.019215885440184117,-1.8465748435885063,-1.2821252120867654,2.624489061563502,0.7391992688756028
-0.030568906206873525,1.7511067094413773,-0.9499179086956052,1.3210464340140478,-2.1441308351965866,1.5650609387593404,-0.17020919939781812,1.99780265799128,-1.1622102201250484
1.7696294937536214,0.09226793919221678,1.2591588215728737,-0.6182680299846949,-0.019215885440184117,0.41251600152150153,0.5573374379549527,0.6572541832943046,-1.5098084842367046
-0.030568906206873525,0.3870238398521005,0.5871694925808626,-0.6395661604454865,0.4496542070025112,-0.24719651410810078,-0.978719557893266,0.9874179691118525,0.024792680258834958
1.3143844250812442,-0.8765125421266653,1.4816900919769602,-2.4871929792972307,1.8471840240100716,-0.5252330103471275,0.6982725177024866,-0.9902228370135828,0.3806988799878197
-0.030568906206873525,-1.4305793284764219,-0.18317013015788874,1.8071686022797782,1.3619774399937312,-0.8987074641431205,0.8285256733670276,-0.7829579304381427,-2.4928532176921188
0.019177696522859215,-1.4677916666859978,0.2055318077706234,-0.07059447636108669,0.14747624531896575,-2.0753181928099287,0.8937821115842219,-0.6407855848673414,0.053145527356105095
2.180409153482498,1.6181725649194416,0.15652845771847676,-2.367290840103736,-1.3625410085818408,0.5060081915801115,-2.756210153549989,0.09234098839066417,-1.4472693566965835
1.649647257649712,-0.04325834361036114,-0.22170656622733956,0.2197256837398002,-0.9133563150787506,-0.5615194740399492,0.026284059680150663,0.7688945489702032,0.4732912918629923
